Distance_(pixels),Gray_Value
933,4962.324
934,3962.277
935,4216.878
936,4062.042
937,4062.840
938,4845.000
939,4080.000
940,3555.235
941,3945.516
942,3596.338
943,4067.629
944,4966.713
945,5344.226
946,5722.535
947,4835.822
948,4721.690
949,4226.456
950,3576.784
951,4204.507
952,4194.530
953,3959.084
954,3950.704
955,3698.897
956,3313.005
957,3441.901
958,4207.300
959,5993.498
960,6635.986
961,4848.991
962,3438.310
963,3570.000
964,3704.084
965,3570.000
966,4346.972
967,4100.352
968,4728.873
969,4071.620
970,4722.089
971,6242.512
972,7782.887
973,6409.718
974,4736.056
975,3959.084
976,3825.000
977,4229.648
978,5115.563
979,5371.361
980,5151.479
981,4471.479
982,5100.000
983,5924.061
984,4411.620
985,3155.775
986,3570.000
987,3708.873
988,4450.728
989,4680.986
990,6245.704
991,7487.981
992,5857.817
993,4362.535
994,4958.333
995,4903.263
996,4050.070
997,4192.136
998,3744.789
999,4399.648
1000,4845.000
1001,4887.700
1002,5360.986
1003,5648.709
1004,5865.399
1005,5280.774
1006,4188.544
1007,3647.418
1008,4011.760
1009,5100.000
1010,5141.104
1011,3718.451
1012,4335.000
1013,5759.249
1014,5909.296
1015,4439.953
1016,3511.338
1017,4033.310
1018,3777.512
1019,3418.357
1020,5404.084
1021,5662.676
1022,4743.639
1023,4131.479
1024,3877.277
1025,3979.038
1026,4133.873
1027,4535.329
1028,4700.939
1029,4560.070
1030,3767.934
1031,4532.136
1032,4786.338
1033,6060.540
1034,7918.967
1035,7890.634
1036,5300.728
1037,4335.000
1038,4112.324
1039,4749.625
1040,4720.094
1041,5799.155
1042,5194.178
1043,4428.779
1044,3476.620
1045,4914.038
1046,4451.925
1047,4568.451
1048,4222.864
1049,4315.845
1050,3807.042
1051,3496.174
1052,4499.812
1053,5010.211
1054,5176.221
1055,5586.056
1056,5577.676
1057,5002.230
1058,4351.761
1059,4356.549
1060,4172.981
1061,3911.596
1062,4586.409
1063,5781.596
1064,5014.601
1065,4505.000
1066,5437.207
1067,6199.413
1068,5012.605
1069,4668.615
